GRAPHRESOLVESYNONYM	RECIBE_PARAMETRO	GRAPH
GRAPHRESOLVESYNONYM	RECIBE_PARAMETRO	MIN_SIMILARITY
GRAPHRESOLVESYNONYM	RECIBE_PARAMETRO	OUT_SIMILARITY
GRAPHRESOLVESYNONYM	RECIBE_PARAMETRO	SUBJECT
GRAPHRESOLVESYNONYM	RETORNA	SYMBOL_ID
GRAPHSETEMBEDDINGTABLE	RECIBE_PARAMETRO	EMBEDDINGS
GRAPHSETEMBEDDINGTABLE	RECIBE_PARAMETRO	GRAPH
GRAPHSETEMBEDDINGTABLE	RETORNA	VOID
HANDLE	RETORNA	OPEN_FILE
HANDLED	RECIBE_PARAMETRO	OUT
HANDLED	RETORNA	RETURNS_1_IF
HASHSTRING	RETORNA	UINT32_T
HASHTRIPLETPOLAR	RETORNA	UINT32_T
HAS_CONFLICT	ES_TIPO	INT
HAS_INFERRED	ES_TIPO	INT
ID	ES_TIPO	SYMBOL_ID
IF	EVALUA	CONDICION
INFERENCE	DECLARA_FUNCION	INFERENCEAPPLYCOMPOSITIONRULE
INFERENCE	DECLARA_FUNCION	INFERENCECONFIGDEFAULT
INFERENCE	DECLARA_FUNCION	INFERENCEMATERIALIZETRANSITIVE
INFERENCE	DECLARA_FUNCION	INFERENCEPRINTEXPLANATION
INFERENCE	DECLARA_FUNCION	INFERENCEPROVE
INFERENCE	DEFINE_CONSTANTE	MAX_EXPLANATION_PATH
INFERENCE	DEFINE_CONSTANTE	MAX_INFERENCE_DEPTH
INFERENCE	IMPLEMENTA	DFSPROVE
INFERENCE	IMPLEMENTA	INFERENCEAPPLYCOMPOSITIONRULE
INFERENCE	IMPLEMENTA	INFERENCECONFIGDEFAULT
INFERENCE	IMPLEMENTA	INFERENCEMATERIALIZETRANSITIVE
INFERENCE	IMPLEMENTA	INFERENCEPRINTEXPLANATION
INFERENCE	IMPLEMENTA	INFERENCEPROVE
INFERENCE	IMPLEMENTA	ISINPATH
INFERENCE	INCLUYE	GRAPH
INFERENCE	INCLUYE	STDINT
INFERENCEAPPLYCOMPOSITIONRULE	RECIBE_PARAMETRO	CONFIG
INFERENCEAPPLYCOMPOSITIONRULE	RECIBE_PARAMETRO	GRAPH
INFERENCEAPPLYCOMPOSITIONRULE	RECIBE_PARAMETRO	RULE
INFERENCEAPPLYCOMPOSITIONRULE	RETORNA	UINT32_T
INFERENCECONFIGDEFAULT	RETORNA	INFERENCE_CONFIG
INFERENCEMATERIALIZETRANSITIVE	RECIBE_PARAMETRO	CONFIG
INFERENCEMATERIALIZETRANSITIVE	RECIBE_PARAMETRO	GRAPH
INFERENCEMATERIALIZETRANSITIVE	RECIBE_PARAMETRO	PREDICATE
INFERENCEMATERIALIZETRANSITIVE	RETORNA	UINT32_T
INFERENCEPRINTEXPLANATION	RECIBE_PARAMETRO	GRAPH
INFERENCEPRINTEXPLANATION	RECIBE_PARAMETRO	PATH
INFERENCEPRINTEXPLANATION	RETORNA	VOID
INFERENCEPROVE	RECIBE_PARAMETRO	CONFIG
INFERENCEPROVE	RECIBE_PARAMETRO	GRAPH
INFERENCEPROVE	RECIBE_PARAMETRO	OUT_PATH
INFERENCEPROVE	RECIBE_PARAMETRO	SUBJECT
INFERENCEPROVE	RECIBE_PARAMETRO	TARGET_OBJECT
INFERENCEPROVE	RECIBE_PARAMETRO	TARGET_PREDICATE
INFERENCEPROVE	RETORNA	INT
